date,area_name,population,water_supplied_liters,water_consumed_liters,temperature_c,rainfall_mm,humidity_percent,complaints_count,leak_reports,supply_status
2024-12-09,Thirumalayampalayam,15317,142033,241386,32.7,37.1,83.3,13,6,Low Pressure
2024-12-10,Gandhipuram,20650,176405,157106,24.1,66.6,52.5,1,6,Delayed
2024-12-10,RS Puram,14931,198198,131100,29.5,65.7,82.0,30,7,No Supply
2024-12-10,Saibaba Colony,19486,104330,257326,37.0,62.9,71.0,34,0,No Supply
2024-12-10,Peelamedu,4331,97446,101935,21.5,123.5,72.2,3,3,No Supply
2024-12-10,Ukkadam,15741,185662,65894,38.1,54.2,88.1,18,11,Normal
2024-12-10,Singanallur,13173,285245,150660,29.2,18.2,93.8,13,3,Normal
2024-12-10,Ganapathy,5210,187920,287435,34.9,22.1,85.3,15,5,Normal
2024-12-10,Saravanampatti,12976,137618,57072,32.7,43.1,50.9,14,1,Normal
2024-12-10,Kalapatti,22601,73620,169322,28.4,112.9,45.7,15,8,Normal
2024-12-10,Thudiyalur,17316,215025,137744,32.6,84.2,52.0,33,2,Low Pressure
2024-12-10,Koundampalayam,13778,75472,85482,24.8,90.1,88.4,2,1,Delayed
2024-12-10,Vadavalli,23392,238047,153298,33.3,115.3,54.2,29,3,Delayed
2024-12-10,Race Course,12745,157164,242605,24.2,1.6,52.3,27,7,Normal
2024-12-10,Town Hall,22864,301478,201139,22.8,100.0,84.7,10,3,Low Pressure
2024-12-10,Sidhapudur,8069,221651,137371,27.6,70.7,59.0,7,8,Delayed
2024-12-10,Avinashi Road,13169,112703,124584,29.3,2.4,81.6,20,3,Delayed
2024-12-10,Ondipudur,12922,233680,253120,28.9,3.3,66.5,18,4,Low Pressure
2024-12-10,Hope College,18947,74106,318207,30.0,32.4,45.3,32,5,Normal
2024-12-10,Chinniyampalayam,16366,321718,130746,37.9,69.4,64.2,13,2,Normal
2024-12-10,Neelikonampalayam,11681,290205,164499,37.4,19.0,83.3,34,9,Low Pressure
2024-12-10,Podanur,15847,73056,159534,21.7,87.3,70.2,26,5,Normal
2024-12-10,Kuniyamuthur,24137,135239,142327,35.0,137.5,52.2,10,7,No Supply
2024-12-10,Sundarapuram,12050,348124,207567,26.0,92.2,89.4,18,6,Low Pressure
2024-12-10,Perur,3259,246058,72869,23.5,28.5,94.0,23,0,No Supply
2024-12-10,Madukkarai,21033,319384,159417,26.8,57.1,85.9,7,8,No Supply
2024-12-10,Kurichi,9195,191498,181706,38.6,92.2,60.9,22,6,Delayed
2024-12-10,Kuniamuthur,20605,105947,257475,32.1,80.2,77.0,21,7,Delayed
2024-12-10,Malumichampatti,12481,116693,172919,28.9,112.1,46.3,8,11,Normal
2024-12-10,Selvapuram,14526,207881,62635,24.3,128.5,56.5,15,8,Delayed
2024-12-10,Vellalore,6890,138041,285110,38.6,78.1,71.2,16,0,Normal
2024-12-10,Chettipalayam,13097,117075,86731,27.2,104.1,78.2,5,1,Normal
2024-12-10,Irugur,15371,147492,307894,36.5,102.0,93.0,4,10,Low Pressure
2024-12-10,Sulur,15083,247632,169257,28.9,10.6,69.7,14,1,Low Pressure
2024-12-10,Nallampalayam,21610,144853,251064,32.6,37.5,72.7,30,6,Normal
2024-12-10,Annur,7473,328381,231949,32.6,85.3,60.5,2,3,No Supply
2024-12-10,Mettupalayam Road,9541,280551,176661,29.2,110.6,84.3,16,7,Normal
2024-12-10,PN Palayam,8400,276457,121921,37.2,64.2,84.8,19,7,No Supply
2024-12-10,Tatabad,22574,270366,95246,23.2,120.2,59.3,33,9,Delayed
2024-12-10,Lakshmi Mills,4247,95551,192748,31.6,62.1,74.6,7,4,No Supply
2024-12-10,Five Roads,7375,183467,223130,38.6,56.8,51.3,23,8,Normal
2024-12-10,Puliakulam,4839,225065,301015,28.8,121.2,46.2,22,4,Low Pressure
2024-12-10,Udayampalayam,22630,184022,297491,32.0,136.6,47.8,15,9,Normal
2024-12-10,Ramanathapuram,23506,242313,257252,23.1,11.5,74.8,33,11,No Supply
2024-12-10,Trichy Road,8114,89438,180058,22.8,20.1,58.0,13,11,Low Pressure
2024-12-10,Peedampalli,5987,271479,296767,29.9,131.9,86.5,8,11,Delayed
2024-12-10,Kovilpalayam,14215,175631,115318,37.6,1.0,94.1,17,4,No Supply
2024-12-10,Idigarai,23802,298847,275540,23.1,22.7,92.4,21,8,Normal
2024-12-10,NGGO Colony,6126,256835,241595,32.4,9.8,50.3,0,7,Delayed
2024-12-10,Sitra,20817,109057,220993,26.4,120.1,63.5,8,7,Normal
2024-12-10,Vilangudi,21895,216335,232804,31.2,86.3,47.0,28,5,No Supply
2024-12-10,Edayarpalayam,8840,150500,200227,22.0,128.6,81.3,18,7,Normal
2024-12-10,Karumathampatti,20892,113776,162740,33.7,50.9,63.0,7,5,No Supply
2024-12-10,Kovaipudur,15661,220782,98587,23.2,14.8,50.0,4,3,Normal
2024-12-10,Telungupalayam,8549,118655,270756,31.1,67.8,53.1,28,7,Delayed
2024-12-10,Sivanandhapuram,19466,107744,58572,34.8,133.0,78.7,6,7,Low Pressure
2024-12-10,Appanaickenpatti,4500,149114,297203,35.2,9.7,73.9,7,2,Delayed
2024-12-10,Vadavalli West,24909,344532,313815,33.7,128.5,79.7,12,8,No Supply
2024-12-10,Kamarajar Road,9224,262703,252008,35.0,133.4,65.8,7,1,Low Pressure
2024-12-10,Red Fields,16252,60198,57645,37.8,2.9,66.5,7,2,Normal
2024-12-10,Bharathi Nagar,5907,240236,265222,25.5,26.2,59.5,2,8,Normal
2024-12-10,Balaji Nagar,7165,231083,107644,37.4,98.4,73.5,13,4,Low Pressure
2024-12-10,Sri Ram Nagar,13372,229493,223931,38.9,56.1,60.7,18,6,Normal
2024-12-10,Vivekananda Nagar,7550,298981,79514,36.6,119.4,55.8,25,6,Delayed
2024-12-10,Shanmuga Nagar,10300,240368,242206,33.3,28.9,57.3,18,0,Low Pressure
2024-12-10,Subramaniyapuram,4245,258465,102260,29.5,95.0,52.4,9,10,No Supply
2024-12-10,Ram Nagar,18985,247677,322740,35.2,112.0,52.5,6,9,No Supply
2024-12-10,Alagesan Road,11232,88956,172354,22.5,9.2,92.0,3,11,No Supply
2024-12-10,Nehru Nagar,13132,150664,52956,28.4,44.9,55.7,17,7,Normal
2024-12-10,Sowripalayam,17761,107739,282658,31.5,127.0,81.7,0,6,No Supply
2024-12-10,Avarampalayam,4680,218944,196751,38.1,62.8,48.1,15,0,Low Pressure
2024-12-10,Chokkampudur,22755,89442,75006,28.9,107.0,93.1,34,7,Low Pressure
2024-12-10,Marudhamalai Road,7717,150484,67307,31.5,95.6,52.6,5,11,Low Pressure
2024-12-10,Thirumalayampalayam,14864,221416,133774,36.3,109.1,49.7,3,1,Low Pressure
2024-12-11,Gandhipuram,5903,225916,143588,22.7,126.3,56.8,15,1,Low Pressure
2024-12-11,RS Puram,23062,162350,183085,22.9,29.3,57.9,29,1,Delayed
2024-12-11,Saibaba Colony,24306,214070,288784,30.4,119.9,45.0,26,11,Delayed
2024-12-11,Peelamedu,12088,341682,225634,33.5,9.1,63.6,2,8,Delayed
2024-12-11,Ukkadam,15890,217832,215979,37.4,42.3,57.5,17,1,Normal
2024-12-11,Singanallur,10836,78975,163293,21.5,14.8,51.2,20,10,Delayed
2024-12-11,Ganapathy,11083,184307,233054,26.1,132.0,54.4,8,6,Normal
2024-12-11,Saravanampatti,10471,244820,317375,33.2,32.5,54.9,33,4,Delayed
2024-12-11,Kalapatti,10456,202044,298826,37.0,121.0,66.8,19,0,No Supply
2024-12-11,Thudiyalur,5589,106424,320374,22.0,105.9,51.3,33,3,Normal
2024-12-11,Koundampalayam,5463,250617,177115,27.9,84.6,53.6,28,0,Delayed
2024-12-11,Vadavalli,19138,340905,251124,30.9,2.4,90.3,15,8,Normal
2024-12-11,Race Course,22107,208319,176874,28.0,7.6,94.3,25,3,Low Pressure
2024-12-11,Town Hall,18113,149829,279994,37.5,82.8,59.6,1,9,Delayed
2024-12-11,Sidhapudur,7588,287553,222506,26.3,2.3,91.1,23,3,Normal
2024-12-11,Avinashi Road,19912,141232,253937,27.3,16.5,81.8,2,6,Low Pressure
2024-12-11,Ondipudur,12247,297598,165952,30.2,61.8,86.9,16,9,No Supply
2024-12-11,Hope College,9475,114634,317214,21.3,133.1,61.9,10,6,Normal
2024-12-11,Chinniyampalayam,11130,84197,273744,34.8,12.1,87.1,2,3,Normal
2024-12-11,Neelikonampalayam,13527,76711,216438,35.6,112.1,86.6,7,3,Delayed
2024-12-11,Podanur,21502,107584,231964,35.9,81.1,81.1,22,1,Normal
2024-12-11,Kuniyamuthur,24669,213427,159501,38.6,41.5,87.5,4,4,Normal
2024-12-11,Sundarapuram,14553,236794,71895,30.3,67.8,68.1,18,4,Delayed
2024-12-11,Perur,21253,229239,108695,35.8,57.9,57.2,34,5,No Supply
2024-12-11,Madukkarai,5051,166823,53190,36.8,44.1,62.7,29,1,Delayed
2024-12-11,Kurichi,16854,155262,152731,33.4,43.2,83.5,18,9,Normal
2024-12-11,Kuniamuthur,3637,64748,236193,30.9,117.6,82.2,29,3,Low Pressure
2024-12-11,Malumichampatti,20422,268911,157582,28.8,54.5,64.3,22,0,Normal
2024-12-11,Selvapuram,17742,130869,109537,27.9,117.3,61.5,33,4,Low Pressure
2024-12-11,Vellalore,13479,80901,307142,36.8,84.5,94.9,15,11,Low Pressure
2024-12-11,Chettipalayam,21133,118677,214996,31.5,92.2,87.7,23,2,Low Pressure
2024-12-11,Irugur,5918,120046,72473,37.9,76.9,46.5,6,9,Normal
2024-12-11,Sulur,19720,204308,156883,37.3,5.0,58.3,4,7,Low Pressure
2024-12-11,Nallampalayam,23614,186242,109839,36.0,81.0,64.2,5,6,Delayed
2024-12-11,Annur,9966,306068,114797,29.6,92.8,56.4,26,3,No Supply
2024-12-11,Mettupalayam Road,17707,74206,102681,35.0,73.9,80.1,16,0,Low Pressure
2024-12-11,PN Palayam,15075,179379,113347,31.8,12.0,54.7,19,5,Delayed
2024-12-11,Tatabad,23899,340971,136044,34.1,60.8,50.7,33,2,Low Pressure
2024-12-11,Lakshmi Mills,19547,347466,90385,22.5,81.9,65.3,28,5,No Supply
2024-12-11,Five Roads,5334,68239,102042,29.5,16.7,58.8,10,4,Delayed
2024-12-11,Puliakulam,16868,130941,326906,26.8,81.2,70.6,23,5,Low Pressure
2024-12-11,Udayampalayam,11969,130246,57589,36.4,31.4,46.9,24,5,Delayed
2024-12-11,Ramanathapuram,14610,165207,310448,27.0,9.3,64.8,4,11,Normal
2024-12-11,Trichy Road,22674,264537,211178,24.4,77.8,52.3,13,11,Delayed
2024-12-11,Peedampalli,6290,239275,197662,22.0,129.5,94.4,2,0,No Supply
2024-12-11,Kovilpalayam,23262,268197,234222,30.1,97.3,59.5,8,5,Delayed
2024-12-11,Idigarai,8233,237759,108016,26.5,56.2,55.5,18,11,Delayed
2024-12-11,NGGO Colony,20846,221646,78530,32.0,126.1,60.6,10,0,Normal
2024-12-11,Sitra,17608,243089,70207,23.1,60.1,52.3,8,11,Low Pressure
2024-12-11,Vilangudi,10218,242504,161502,38.6,60.3,69.1,28,3,No Supply
2024-12-11,Edayarpalayam,3864,118351,246340,37.5,126.3,69.6,16,1,No Supply
2024-12-11,Karumathampatti,18636,312065,225126,36.1,11.6,83.9,0,11,Low Pressure
2024-12-11,Kovaipudur,21285,320934,50108,27.5,100.7,94.5,9,7,Normal
2024-12-11,Telungupalayam,8523,222396,250001,34.8,87.7,91.5,7,3,Low Pressure
2024-12-11,Sivanandhapuram,22124,343300,295121,24.2,11.4,91.5,14,10,No Supply
2024-12-11,Appanaickenpatti,16329,280797,165162,26.1,31.0,86.0,12,0,No Supply
2024-12-11,Vadavalli West,11828,129636,56283,36.2,88.6,50.0,19,9,Delayed
2024-12-11,Kamarajar Road,15149,202415,223394,31.5,6.4,51.2,9,0,Low Pressure
2024-12-11,Red Fields,22551,269923,276892,29.3,7.0,59.2,27,5,Low Pressure
2024-12-11,Bharathi Nagar,15506,156300,290712,25.7,60.3,86.2,34,4,Delayed
2024-12-11,Balaji Nagar,17602,325503,161860,37.6,88.1,68.4,14,7,No Supply
2024-12-11,Sri Ram Nagar,4031,283594,178379,33.4,30.5,82.8,3,11,Normal
2024-12-11,Vivekananda Nagar,23650,255354,142098,32.9,52.2,54.3,34,2,Delayed
2024-12-11,Shanmuga Nagar,13113,337280,245502,37.9,49.9,49.7,12,2,No Supply
2024-12-11,Subramaniyapuram,11541,149740,57901,37.7,138.5,60.7,2,3,No Supply
2024-12-11,Ram Nagar,15408,342707,267878,23.2,100.2,89.3,33,0,Low Pressure
2024-12-11,Alagesan Road,17694,330207,232973,27.6,99.9,52.5,10,9,Delayed
2024-12-11,Nehru Nagar,12990,208773,198387,23.3,69.4,59.8,34,11,Delayed
2024-12-11,Sowripalayam,16536,154503,55153,36.2,118.7,51.9,16,0,Low Pressure
2024-12-11,Avarampalayam,7758,337934,312050,27.6,97.1,57.3,34,11,Low Pressure
2024-12-11,Chokkampudur,15022,258579,109713,21.4,102.5,49.9,30,4,Delayed
2024-12-11,Marudhamalai Road,21783,162639,233517,23.5,94.1,84.5,21,8,Delayed
2024-12-11,Thirumalayampalayam,12602,310799,314456,25.2,5.5,83.0,27,4,Normal
2024-12-12,Gandhipuram,22740,199103,138205,24.9,120.4,93.5,1,5,Normal
2024-12-12,RS Puram,17894,177885,168174,34.5,84.9,93.9,7,8,Low Pressure
2024-12-12,Saibaba Colony,9953,171188,80197,24.9,102.9,50.4,31,8,Normal
2024-12-12,Peelamedu,15358,273577,139470,33.7,49.0,90.5,24,1,No Supply
2024-12-12,Ukkadam,9969,268664,75233,25.4,65.3,70.1,34,3,Low Pressure
2024-12-12,Singanallur,11483,115440,281549,35.8,102.3,73.8,20,7,Normal
2024-12-12,Ganapathy,22019,100224,161498,23.6,37.9,53.9,0,0,Delayed
2024-12-12,Saravanampatti,4134,120144,79903,37.2,54.2,53.5,7,1,Normal
2024-12-12,Kalapatti,8634,189390,267094,38.2,41.8,55.2,12,11,Low Pressure
2024-12-12,Thudiyalur,14652,84860,95632,22.4,130.9,55.8,26,10,Normal
2024-12-12,Koundampalayam,9368,163698,117331,32.1,19.6,82.4,28,8,Delayed
2024-12-12,Vadavalli,16178,72609,111678,26.6,90.2,84.1,26,10,Normal
2024-12-12,Race Course,23655,232393,292857,29.1,48.2,50.5,3,2,Normal
2024-12-12,Town Hall,20111,131499,114741,28.3,40.9,71.3,17,11,Low Pressure
2024-12-12,Sidhapudur,19927,293023,276695,37.0,109.5,62.6,33,9,Delayed
2024-12-12,Avinashi Road,6560,316264,100443,23.2,60.1,75.5,6,1,Normal
2024-12-12,Ondipudur,19052,182852,144018,32.1,62.4,81.0,19,8,No Supply
2024-12-12,Hope College,13414,306675,166542,36.1,47.0,78.5,34,8,Normal
2024-12-12,Chinniyampalayam,20809,216595,221099,28.2,13.1,63.1,9,9,No Supply
2024-12-12,Neelikonampalayam,8776,304453,305346,37.1,102.9,64.7,29,11,Low Pressure
2024-12-12,Podanur,7947,269101,100638,28.3,40.0,56.5,6,8,Delayed
2024-12-12,Kuniyamuthur,21167,168927,86150,32.4,34.5,86.6,27,10,Delayed
2024-12-12,Sundarapuram,15522,195642,309023,28.8,55.1,80.4,6,0,Delayed
2024-12-12,Perur,11952,153781,80215,30.7,33.0,70.9,28,1,Low Pressure
2024-12-12,Madukkarai,10641,261399,144263,27.7,100.9,75.5,30,8,Normal
2024-12-12,Kurichi,5626,209553,179734,35.6,106.0,50.4,29,9,Normal
2024-12-12,Kuniamuthur,17732,130769,114182,29.2,38.9,45.8,16,11,Delayed
2024-12-12,Malumichampatti,19533,237059,73961,23.0,80.4,50.7,7,2,Normal
2024-12-12,Selvapuram,19426,240350,210532,37.5,41.5,68.7,10,0,No Supply
2024-12-12,Vellalore,24869,121744,310998,21.5,27.6,61.8,30,5,Normal
2024-12-12,Chettipalayam,8973,65344,245596,37.5,120.0,56.9,17,7,Delayed
2024-12-12,Irugur,14687,158135,91352,25.7,45.1,45.9,10,2,Delayed
2024-12-12,Sulur,17436,183406,72102,23.4,106.1,60.1,1,7,No Supply
2024-12-12,Nallampalayam,3798,228824,94218,22.3,12.7,56.9,24,7,Low Pressure
2024-12-12,Annur,16789,118479,203210,22.4,70.6,93.7,22,7,No Supply
2024-12-12,Mettupalayam Road,17699,78483,151743,30.5,106.8,70.7,28,8,Low Pressure
2024-12-12,PN Palayam,3282,252759,231150,23.4,52.9,59.6,31,7,Normal
2024-12-12,Tatabad,23808,63383,329447,38.6,100.1,60.4,32,7,No Supply
2024-12-12,Lakshmi Mills,14440,97712,321017,22.0,112.4,67.1,17,2,Low Pressure
2024-12-12,Five Roads,12692,343622,325928,21.3,35.4,77.5,27,4,Delayed
2024-12-12,Puliakulam,5801,96259,310361,32.9,128.0,61.8,2,2,Delayed
2024-12-12,Udayampalayam,17476,126055,103809,37.5,1.6,56.1,33,5,Delayed
2024-12-12,Ramanathapuram,15771,233050,314516,30.6,84.8,47.8,8,11,No Supply
2024-12-12,Trichy Road,10075,294272,142692,26.9,84.9,65.7,15,2,No Supply
2024-12-12,Peedampalli,7646,205993,141072,28.0,93.3,81.1,30,11,No Supply
2024-12-12,Kovilpalayam,14743,162351,123657,29.3,129.7,45.3,2,8,Low Pressure
2024-12-12,Idigarai,14486,335547,281079,26.5,104.5,70.2,31,9,Low Pressure
2024-12-12,NGGO Colony,17193,229826,101964,32.3,41.7,65.8,14,5,Normal
2024-12-12,Sitra,21523,317134,159031,22.5,77.6,46.3,9,8,Low Pressure
2024-12-12,Vilangudi,3512,71118,119116,32.7,78.7,58.8,23,1,Low Pressure
2024-12-12,Edayarpalayam,11384,320956,84415,29.4,89.9,65.6,2,9,Delayed
2024-12-12,Karumathampatti,9245,338281,229639,21.4,9.8,80.1,26,6,Delayed
2024-12-12,Kovaipudur,23810,200174,152340,22.5,136.7,67.9,21,5,Delayed
2024-12-12,Telungupalayam,19780,161748,107924,35.8,97.4,76.0,15,6,Delayed
2024-12-12,Sivanandhapuram,21390,249859,91511,24.5,91.5,82.4,14,7,Delayed
2024-12-12,Appanaickenpatti,7146,272364,107258,24.9,7.0,90.8,21,4,Normal
2024-12-12,Vadavalli West,18977,343510,217027,26.3,83.1,85.0,9,7,Low Pressure
2024-12-12,Kamarajar Road,11677,285095,67604,32.1,131.7,84.3,18,11,Low Pressure
2024-12-12,Red Fields,22834,84994,61694,32.8,17.3,45.7,2,1,No Supply
2024-12-12,Bharathi Nagar,10163,295847,66717,28.1,108.4,86.3,27,6,No Supply
2024-12-12,Balaji Nagar,4236,63277,68022,22.7,135.6,53.8,23,11,Normal
2024-12-12,Sri Ram Nagar,19918,284763,261693,36.0,4.9,88.7,32,11,Delayed
2024-12-12,Vivekananda Nagar,17157,343810,151019,29.4,40.8,69.1,30,2,Delayed
2024-12-12,Shanmuga Nagar,8922,281160,133425,21.2,34.9,87.1,27,5,No Supply
2024-12-12,Subramaniyapuram,14010,293147,305694,34.0,10.0,89.2,14,4,Delayed
2024-12-12,Ram Nagar,17254,267535,253236,37.9,53.6,48.7,5,1,Normal
2024-12-12,Alagesan Road,10450,125919,212885,37.9,88.4,92.2,6,1,No Supply
2024-12-12,Nehru Nagar,17177,102741,236373,22.9,47.7,71.9,29,3,Low Pressure
2024-12-12,Sowripalayam,14792,183530,81588,31.2,21.4,93.9,33,4,Low Pressure
2024-12-12,Avarampalayam,4341,337444,264638,34.5,87.5,85.0,6,11,No Supply
2024-12-12,Chokkampudur,7223,159972,273013,30.2,135.9,47.1,6,2,No Supply
2024-12-12,Marudhamalai Road,5648,315135,327548,34.4,61.0,55.6,32,5,No Supply
2024-12-12,Thirumalayampalayam,19498,222226,53982,23.5,87.4,47.6,23,2,No Supply
2024-12-13,Gandhipuram,14949,224587,160568,24.7,111.9,62.4,4,11,Delayed
2024-12-13,RS Puram,23483,176923,158284,36.6,128.0,75.1,21,0,Delayed
2024-12-13,Saibaba Colony,3651,115071,161898,34.2,52.3,84.3,1,8,Low Pressure
2024-12-13,Peelamedu,14975,226096,236944,35.1,103.6,72.7,15,6,Normal
2024-12-13,Ukkadam,11856,306855,131170,23.9,52.6,78.8,14,6,Delayed
2024-12-13,Singanallur,6859,347138,217658,34.6,4.3,62.6,9,2,Delayed
2024-12-13,Ganapathy,8392,219468,316715,30.4,111.5,82.6,2,1,No Supply
2024-12-13,Saravanampatti,13459,212923,140115,34.4,81.9,86.1,18,2,Delayed
2024-12-13,Kalapatti,17000,109276,290956,34.9,131.4,62.5,27,4,Low Pressure
2024-12-13,Thudiyalur,6197,211679,130347,25.9,17.2,65.1,14,2,Normal
2024-12-13,Koundampalayam,4915,199712,152945,28.8,18.8,80.2,9,6,No Supply
2024-12-13,Vadavalli,15260,344185,149760,24.1,10.9,54.1,32,4,Normal
2024-12-13,Race Course,6013,67545,173855,35.5,27.1,85.4,3,11,Normal
2024-12-13,Town Hall,11717,186197,122888,24.3,130.4,74.2,23,1,Low Pressure
2024-12-13,Sidhapudur,12068,302147,145054,28.5,103.7,74.5,7,8,No Supply
2024-12-13,Avinashi Road,5492,64347,192406,30.6,124.4,49.7,12,1,No Supply
2024-12-13,Ondipudur,21777,80700,268904,25.9,42.0,60.4,18,9,No Supply
2024-12-13,Hope College,22390,151911,174302,22.5,2.1,93.4,16,2,Delayed
2024-12-13,Chinniyampalayam,11190,213583,212133,28.7,56.8,78.0,3,10,Low Pressure
2024-12-13,Neelikonampalayam,19614,301025,236707,24.8,124.3,80.9,1,8,No Supply
2024-12-13,Podanur,3089,157515,327568,30.0,57.2,61.5,15,1,No Supply
2024-12-13,Kuniyamuthur,11576,195048,81161,27.8,95.8,94.7,13,8,Low Pressure
2024-12-13,Sundarapuram,14345,255315,318403,29.2,52.0,65.7,30,4,No Supply
2024-12-13,Perur,23465,158140,179567,37.6,137.5,76.9,2,6,Low Pressure
2024-12-13,Madukkarai,6231,162349,198565,25.7,84.1,52.1,7,9,Normal
2024-12-13,Kurichi,8775,210889,277317,26.8,74.2,90.3,26,5,Normal
2024-12-13,Kuniamuthur,7334,125428,302514,28.5,102.5,76.9,14,10,Normal
2024-12-13,Malumichampatti,9655,138030,81892,36.7,137.7,74.1,23,9,No Supply
2024-12-13,Selvapuram,15406,216931,235584,29.8,44.6,81.0,34,1,Delayed
2024-12-13,Vellalore,8118,203180,286533,30.8,21.8,88.6,9,11,No Supply
2024-12-13,Chettipalayam,15339,278180,53535,24.4,66.1,47.6,20,8,Normal
2024-12-13,Irugur,22701,172259,312357,27.5,138.7,71.9,18,2,Low Pressure
2024-12-13,Sulur,20099,80032,296140,21.4,105.4,52.0,18,1,Low Pressure
2024-12-13,Nallampalayam,9247,158820,158340,34.3,138.6,88.6,3,4,Delayed
2024-12-13,Annur,16830,341902,152423,28.7,85.6,88.7,8,7,Delayed
2024-12-13,Mettupalayam Road,7706,256031,300314,34.0,126.3,52.0,16,0,Normal
2024-12-13,PN Palayam,17336,178009,152600,36.6,7.3,52.0,23,11,Delayed
2024-12-13,Tatabad,20139,161336,94725,24.0,5.5,65.3,30,6,No Supply
2024-12-13,Lakshmi Mills,14612,168072,315744,30.4,40.7,63.6,11,4,Normal
2024-12-13,Five Roads,12402,305236,322113,27.5,113.1,48.3,23,6,No Supply
2024-12-13,Puliakulam,10885,143654,57846,26.8,15.5,79.7,20,0,Delayed
2024-12-13,Udayampalayam,9576,287406,145585,35.5,13.4,59.0,4,6,Normal
2024-12-13,Ramanathapuram,9687,184488,151253,22.6,50.1,51.0,27,1,No Supply
2024-12-13,Trichy Road,8612,126173,210047,22.8,117.3,92.1,7,3,Low Pressure
2024-12-13,Peedampalli,22742,303072,74212,37.9,77.3,70.8,26,4,Low Pressure
2024-12-13,Kovilpalayam,23626,205766,272382,32.1,129.2,50.8,24,4,No Supply
2024-12-13,Idigarai,13678,349773,106856,31.5,99.7,74.1,30,3,Normal
2024-12-13,NGGO Colony,18084,106833,230348,30.7,84.5,79.5,6,10,Normal
2024-12-13,Sitra,16761,160417,107622,32.3,23.0,59.1,33,2,Low Pressure
2024-12-13,Vilangudi,14698,92147,236164,37.0,53.3,73.8,31,10,No Supply
2024-12-13,Edayarpalayam,4303,135685,96425,22.7,101.5,46.9,12,2,Delayed
2024-12-13,Karumathampatti,7522,282422,208551,30.7,26.0,91.0,5,3,Normal
2024-12-13,Kovaipudur,8938,148264,293774,24.4,44.7,94.6,19,4,Low Pressure
2024-12-13,Telungupalayam,19047,196424,54474,30.0,90.8,46.3,23,4,Delayed
2024-12-13,Sivanandhapuram,20729,71981,224453,24.6,130.4,87.6,31,7,No Supply
2024-12-13,Appanaickenpatti,13882,65047,83908,31.8,50.9,51.3,2,5,Normal
2024-12-13,Vadavalli West,4282,245565,324660,33.0,85.7,94.4,5,0,Delayed
2024-12-13,Kamarajar Road,23343,73389,96979,30.9,117.2,49.9,30,7,Low Pressure
2024-12-13,Red Fields,17625,297513,151141,34.4,108.1,81.5,20,3,Normal
2024-12-13,Bharathi Nagar,21666,185834,125475,30.3,123.9,74.5,29,10,No Supply
2024-12-13,Balaji Nagar,7810,340739,110222,34.7,82.6,63.7,21,0,Normal
2024-12-13,Sri Ram Nagar,22723,315711,293782,24.0,9.4,71.6,13,7,Low Pressure
2024-12-13,Vivekananda Nagar,21906,287973,51699,33.7,29.9,93.4,11,8,Normal
2024-12-13,Shanmuga Nagar,23679,291144,320587,23.5,114.3,73.7,7,9,Delayed
2024-12-13,Subramaniyapuram,19072,222576,224099,21.9,127.0,67.1,14,7,Low Pressure
2024-12-13,Ram Nagar,9539,239273,53951,28.4,84.9,69.8,7,11,Normal
2024-12-13,Alagesan Road,16016,260331,66751,25.6,111.9,94.1,5,1,Normal
2024-12-13,Nehru Nagar,22745,227148,277219,27.7,17.0,64.1,10,3,Low Pressure
2024-12-13,Sowripalayam,5880,126717,151980,29.9,65.0,69.4,31,1,No Supply
2024-12-13,Avarampalayam,14086,257686,244094,26.4,35.5,54.1,23,7,Delayed
2024-12-13,Chokkampudur,12152,183097,305496,23.7,65.9,54.8,3,0,Delayed
2024-12-13,Marudhamalai Road,7019,200031,293756,31.6,94.5,87.0,28,7,Low Pressure
2024-12-13,Thirumalayampalayam,7219,342369,166303,30.2,85.8,72.7,27,11,No Supply
2024-12-14,Gandhipuram,11930,91511,225083,35.6,23.9,89.6,28,3,Low Pressure
2024-12-14,RS Puram,3685,222550,194586,35.9,98.7,65.3,18,7,Normal
2024-12-14,Saibaba Colony,23454,107424,238399,31.3,74.0,89.6,5,3,Delayed
2024-12-14,Peelamedu,5481,194256,153087,22.7,13.7,70.5,16,5,Delayed
2024-12-14,Ukkadam,6807,234082,287586,26.1,81.4,61.6,26,6,Low Pressure
2024-12-14,Singanallur,17860,268816,315738,26.1,59.6,50.2,8,7,No Supply
2024-12-14,Ganapathy,7757,103334,93636,31.1,111.7,94.4,33,6,Delayed
2024-12-14,Saravanampatti,21859,244892,326128,25.6,70.3,47.3,31,0,Delayed
2024-12-14,Kalapatti,16458,325750,265287,32.8,24.1,51.0,0,1,Delayed
2024-12-14,Thudiyalur,21489,263640,107582,36.3,135.9,54.4,26,3,Low Pressure
2024-12-14,Koundampalayam,18494,322298,255364,35.8,74.3,72.9,29,6,No Supply
2024-12-14,Vadavalli,17173,349586,87283,30.9,87.8,91.4,2,0,Normal
2024-12-14,Race Course,8980,332902,71101,36.3,19.9,45.4,5,10,Normal
2024-12-14,Town Hall,15611,297318,281116,27.6,77.5,82.4,16,10,Low Pressure
2024-12-14,Sidhapudur,4459,331726,154384,26.8,80.6,87.6,31,2,Low Pressure
2024-12-14,Avinashi Road,6046,278497,253579,26.0,54.1,67.3,15,1,Low Pressure
